1 1 -0.0269262 -0.0106225 1.00503
1 2 -0.0256763 0.000229841 1.03649
1 3 -0.0246232 -0.0023273 1.04316
1 4 -0.0235908 -0.000162009 1.05077
1 5 -0.0227627 -0.000707746 1.05326
1 6 -0.0222688 0.00280679 1.04647
1 7 -0.0221105 0.000620555 1.03584
1 8 -0.021884 0.00878211 1.007
2 1 0.00135443 -0.00941034 1.08369
2 2 0.00241164 0.00130327 1.11028
2 3 0.00328104 -0.00145197 1.11084
2 4 0.00407494 0.000563195 1.11349
2 5 0.00450899 -0.00022229 1.11209
2 6 0.00463532 0.00317127 1.10227
2 7 0.00464645 0.00075827 1.08981
2 8 0.00446629 0.00876528 1.05993
3 1 0.0150842 -0.00851776 1.03178
3 2 0.015822 0.00199081 1.05215
3 3 0.0163605 -0.00084488 1.04874
3 4 0.0165148 0.000970893 1.0488
3 5 0.0164311 6.7441e-05 1.04587
3 6 0.0160015 0.00296284 1.03658
3 7 0.015512 0.000250023 1.02655
3 8 0.014845 0.0082048 1.00086
4 1 -0.00159598 -0.00781971 0.990492
4 2 -0.00125851 0.00235033 1.00686
4 3 -0.00105882 -0.000872677 1.00194
4 4 -0.00125239 0.000893725 1.00183
4 5 -0.00166049 -0.000256997 1.00045
4 6 -0.00230468 0.00250192 0.99442
4 7 -0.00303832 -0.000494737 0.988822
4 8 -0.00410872 0.00730919 0.969181
5 1 0.000289865 -0.00750243 0.994519
5 2 0.000641259 0.00270302 1.00906
5 3 0.000734476 -0.00078789 1.00352
5 4 0.000672444 0.000473232 1.00448
5 5 0.000272142 -0.000834416 1.00534
5 6 -0.000188546 0.00183197 1.00237
5 7 -0.00073863 -0.00133609 1.00115
5 8 -0.00178114 0.00637488 0.986531
6 1 0.00236054 -0.00705561 0.986513
6 2 0.00273156 0.00302554 0.999247
6 3 0.00287534 -0.000760544 0.993067
6 4 0.00281436 0.000341401 0.994372
6 5 0.00268077 -0.00112861 0.99637
6 6 0.00256489 0.00130186 0.995623
6 7 0.00228556 -0.00205551 0.997605
6 8 0.00168413 0.00545748 0.986842
7 1 -0.0103927 -0.00682191 1.01045
7 2 -0.00999201 0.00317005 1.02155
7 3 -0.0097489 -0.000707542 1.01377
7 4 -0.00961252 0.00036771 1.01454
7 5 -0.00949438 -0.00112619 1.01666
7 6 -0.00938804 0.00109086 1.0165
7 7 -0.00946706 -0.00242062 1.02008
7 8 -0.00977286 0.00513069 1.01144
8 1 0.0368589 -0.00653733 0.93489
8 2 0.0372324 0.00341892 0.943386
8 3 0.0375219 -0.000569678 0.934851
8 4 0.0376867 0.000583858 0.934393
8 5 0.0378007 -0.000915236 0.935671
8 6 0.0379092 0.00119061 0.935165
8 7 0.037815 -0.00251216 0.93884
8 8 0.0377378 0.0049523 0.931951
